"country","year","yrcurnt","stanbs","DiElection"
"DE",1983,0,0.666666686534882,"Election Year"
"DE",1984,3,0,"Not Election Year"
"DE",1985,2,0,"Not Election Year"
"DE",1986,1,0,"Not Election Year"
"DE",1987,0,0,"Election Year"
"DE",1988,3,0,"Not Election Year"
"DE",1989,2,0,"Not Election Year"
"DE",1990,0,0,"Election Year"
"DE",1991,3,0,"Not Election Year"
"DE",1992,2,0,"Not Election Year"
"DE",1993,1,0,"Not Election Year"
"DE",1994,0,0,"Election Year"
"DE",1995,3,0,"Not Election Year"
"DE",1996,2,0,"Not Election Year"
"DE",1997,1,0,"Not Election Year"
"DE",1998,0,0,"Election Year"
"DE",1999,3,1,"Not Election Year"
"DE",2000,2,0,"Not Election Year"
"DE",2001,1,0,"Not Election Year"
"DE",2002,0,0,"Election Year"
"DE",2003,3,0,"Not Election Year"
"DE",2004,2,0,"Not Election Year"
"DE",2005,1,0,"Not Election Year"
"DE",2006,3,0.666666686534882,"Not Election Year"
"DE",2007,2,0,"Not Election Year"
"DE",2008,1,0,"Not Election Year"
"DE",2009,0,0,"Election Year"
"DE",2010,3,0,"Not Election Year"
"DE",2011,2,0,"Not Election Year"
"DE",2012,1,0,"Not Election Year"
"DJ",1975,-999,NA,NA
"DJ",1976,-999,-999,NA
"DJ",1977,-999,-999,NA
"DJ",1978,-999,-999,NA
"DJ",1979,-999,0,NA
"DJ",1980,-999,0,NA
"DJ",1981,0,0,"Election Year"
"DJ",1982,5,0,"Not Election Year"
"DJ",1983,4,0,"Not Election Year"
"DJ",1984,3,0,"Not Election Year"
"DJ",1985,2,0,"Not Election Year"
"DJ",1986,1,0,"Not Election Year"
"DJ",1987,0,0,"Election Year"
"DJ",1988,5,0,"Not Election Year"
"DJ",1989,4,0,"Not Election Year"
"DJ",1990,3,0,"Not Election Year"
"DJ",1991,2,0,"Not Election Year"
"DJ",1992,1,0,"Not Election Year"
"DJ",1993,0,0,"Election Year"
"DJ",1994,5,0,"Not Election Year"
"DJ",1995,4,0,"Not Election Year"
"DJ",1996,3,0,"Not Election Year"
"DJ",1997,2,0,"Not Election Year"
"DJ",1998,1,0,"Not Election Year"
"DJ",1999,0,0,"Election Year"
"DJ",2000,5,1,"Not Election Year"
"DJ",2001,4,0,"Not Election Year"
"DJ",2002,3,0,"Not Election Year"
"DJ",2003,2,0,"Not Election Year"
"DJ",2004,1,0,"Not Election Year"
"DJ",2005,0,0,"Election Year"
"DJ",2006,5,0,"Not Election Year"
"DJ",2007,4,0,"Not Election Year"
"DJ",2008,3,0,"Not Election Year"
"DJ",2009,2,0,"Not Election Year"
"DJ",2010,1,0,"Not Election Year"
"DJ",2011,0,0,"Election Year"
"DJ",2012,5,0,"Not Election Year"
"DK",1975,0,NA,"Election Year"
"DK",1976,3,0.666666686534882,"Not Election Year"
"DK",1977,0,0,"Election Year"
"DK",1978,3,0,"Not Election Year"
"DK",1979,0,0,"Election Year"
"DK",1980,3,0.25,"Not Election Year"
"DK",1981,2,0.333333343267441,"Not Election Year"
"DK",1982,0,0.5,"Election Year"
"DK",1983,3,0.666666686534882,"Not Election Year"
"DK",1984,0,0,"Election Year"
"DK",1985,3,0.200000002980232,"Not Election Year"
"DK",1986,2,0,"Not Election Year"
"DK",1987,0,0,"Election Year"
"DK",1988,0,0,"Election Year"
"DK",1989,3,0,"Not Election Year"
"DK",1990,0,0,"Election Year"
"DK",1991,3,0.200000002980232,"Not Election Year"
"DK",1992,2,0,"Not Election Year"
"DK",1993,1,0,"Not Election Year"
"DK",1994,0,0.75,"Election Year"
"DK",1995,3,0,"Not Election Year"
"DK",1996,2,0,"Not Election Year"
"DK",1997,1,0,"Not Election Year"
"DK",1998,0,0.400000005960464,"Election Year"
"DK",1999,3,0,"Not Election Year"
"DK",2000,2,0,"Not Election Year"
"DK",2001,1,0,"Not Election Year"
"DK",2002,3,0.800000011920929,"Not Election Year"
"DK",2003,2,0,"Not Election Year"
"DK",2004,1,0,"Not Election Year"
"DK",2005,0,0,"Election Year"
"DK",2006,3,0,"Not Election Year"
"DK",2007,2,0,"Not Election Year"
"DK",2008,3,0.25,"Not Election Year"
"DK",2009,2,0,"Not Election Year"
"DK",2010,1,0.25,"Not Election Year"
"DK",2011,0,0,"Election Year"
"DK",2012,3,1,"Not Election Year"
"DZ",1975,-999,NA,NA
"DZ",1976,-999,0,NA
"DZ",1977,5,0,"Not Election Year"
"DZ",1978,4,0,"Not Election Year"
"DZ",1979,3,1,"Not Election Year"
"DZ",1980,4,0,"Not Election Year"
"DZ",1981,3,0,"Not Election Year"
"DZ",1982,2,0,"Not Election Year"
"DZ",1983,1,0,"Not Election Year"
"DZ",1984,0,0,"Election Year"
"DZ",1985,4,0,"Not Election Year"
"DZ",1986,3,0,"Not Election Year"
"DZ",1987,2,0,"Not Election Year"
"DZ",1988,0,0,"Election Year"
"DZ",1989,4,0,"Not Election Year"
"DZ",1990,3,0,"Not Election Year"
"DZ",1991,2,0,"Not Election Year"
"DZ",1992,1,0,"Not Election Year"
"DZ",1993,-999,1,NA
"DZ",1994,-999,0,NA
"DZ",1995,0,1,"Election Year"
"DZ",1996,4,0,"Not Election Year"
"DZ",1997,3,0,"Not Election Year"
"DZ",1998,2,NA,"Not Election Year"
"DZ",1999,0,0,"Election Year"
"DZ",2000,4,0.5,"Not Election Year"
"DZ",2001,3,0,"Not Election Year"
"DZ",2002,2,0,"Not Election Year"
"DZ",2003,1,0.5,"Not Election Year"
"DZ",2004,0,0,"Election Year"
"DZ",2005,4,0,"Not Election Year"
"DZ",2006,3,0,"Not Election Year"
"DZ",2007,2,0,"Not Election Year"
"DZ",2008,1,0,"Not Election Year"
"DZ",2009,0,0,"Election Year"
"DZ",2010,4,0,"Not Election Year"
"DZ",2011,3,0,"Not Election Year"
"DZ",2012,2,0,"Not Election Year"
"EC",1975,-999,NA,NA
"EC",1976,-999,0,NA
"EC",1977,-999,1,NA
"EC",1978,-999,0,NA
"EC",1979,0,0,"Election Year"
"EC",1980,4,1,"Not Election Year"
"EC",1981,3,NA,"Not Election Year"
"EC",1982,2,NA,"Not Election Year"
"EC",1983,1,0,"Not Election Year"
"EC",1984,0,0,"Election Year"
"EC",1985,3,0.5,"Not Election Year"
"EC",1986,2,0,"Not Election Year"
"EC",1987,1,0,"Not Election Year"
"EC",1988,0,0,"Election Year"
"EC",1989,3,0.333333343267441,"Not Election Year"
"EC",1990,2,0,"Not Election Year"
"EC",1991,1,0,"Not Election Year"
"EC",1992,0,0,"Election Year"
"EC",1993,3,0.333333343267441,"Not Election Year"
"EC",1994,2,0,"Not Election Year"
"EC",1995,1,0,"Not Election Year"
"EC",1996,0,0,"Election Year"
"EC",1997,3,0.5,"Not Election Year"
"EC",1998,0,0.333333343267441,"Election Year"
"EC",1999,3,0,"Not Election Year"
"EC",2000,2,0,"Not Election Year"
"EC",2001,1,0,"Not Election Year"
"EC",2002,0,0,"Election Year"
"EC",2003,3,0.333333343267441,"Not Election Year"
"EC",2004,2,0,"Not Election Year"
"EC",2005,1,0,"Not Election Year"
"EC",2006,0,0.5,"Election Year"
"EC",2007,3,0.5,"Not Election Year"
"EC",2008,2,0,"Not Election Year"
"EC",2009,1,0,"Not Election Year"
"EC",2010,3,0.333333343267441,"Not Election Year"
"EC",2011,2,0,"Not Election Year"
"EC",2012,1,0,"Not Election Year"
"EG",1975,1,NA,"Not Election Year"
"EG",1976,0,0,"Election Year"
"EG",1977,5,0,"Not Election Year"
"EG",1978,4,0,"Not Election Year"
"EG",1979,3,0.333333343267441,"Not Election Year"
"EG",1980,2,0,"Not Election Year"
"EG",1981,1,0,"Not Election Year"
"EG",1982,5,0.333333343267441,"Not Election Year"
"EG",1983,4,0,"Not Election Year"
"EG",1984,3,0,"Not Election Year"
"EG",1985,2,0,"Not Election Year"
"EG",1986,1,0,"Not Election Year"
"EG",1987,0,0,"Election Year"
"EG",1988,5,0,"Not Election Year"
"EG",1989,4,0,"Not Election Year"
"EG",1990,0,0,"Election Year"
"EG",1991,5,0,"Not Election Year"
"EG",1992,4,0,"Not Election Year"
"EG",1993,3,0,"Not Election Year"
"EG",1994,2,0,"Not Election Year"
"EG",1995,0,0,"Election Year"
"EG",1996,5,0,"Not Election Year"
"EG",1997,4,0,"Not Election Year"
"EG",1998,3,0,"Not Election Year"
"EG",1999,2,0,"Not Election Year"
"EG",2000,5,0,"Not Election Year"
"EG",2001,4,0,"Not Election Year"
"EG",2002,3,0,"Not Election Year"
"EG",2003,2,0,"Not Election Year"
"EG",2004,1,0,"Not Election Year"
"EG",2005,0,0,"Election Year"
"EG",2006,5,0,"Not Election Year"
"EG",2007,4,0,"Not Election Year"
"EG",2008,3,0,"Not Election Year"
"EG",2009,2,0,"Not Election Year"
"EG",2010,1,0,"Not Election Year"
"EG",2011,0,0,"Election Year"
"EG",2012,5,0.666666686534882,"Not Election Year"
"ER",1975,-999,NA,NA
"ER",1976,-999,-999,NA
"ER",1977,-999,-999,NA
"ER",1978,-999,-999,NA
"ER",1979,-999,-999,NA
"ER",1980,-999,-999,NA
"ER",1981,-999,-999,NA
"ER",1982,-999,-999,NA
"ER",1983,-999,-999,NA
"ER",1984,-999,-999,NA
"ER",1985,-999,-999,NA
"ER",1986,-999,-999,NA
"ER",1987,-999,-999,NA
"ER",1988,-999,-999,NA
"ER",1989,-999,-999,NA
"ER",1990,-999,-999,NA
"ER",1991,-999,-999,NA
"ER",1992,-999,-999,NA
"ER",1993,-999,-999,NA
"ER",1994,-999,-999,NA
"ER",1995,-999,0,NA
"ER",1996,-999,0,NA
"ER",1997,-999,0,NA
"ER",1998,-999,0,NA
"ER",1999,-999,0,NA
"ER",2000,-999,0,NA
"ER",2001,-999,0,NA
"ER",2002,-999,0,NA
"ER",2003,-999,0,NA
"ER",2004,-999,0,NA
"ER",2005,-999,0,NA
"ER",2006,-999,0,NA
"ER",2007,-999,0,NA
"ER",2008,-999,0,NA
"ER",2009,-999,0,NA
"ER",2010,-999,0,NA
"ER",2011,-999,0,NA
"ER",2012,-999,0,NA
"ES",1975,-999,NA,NA
"ES",1976,-999,0,NA
"ES",1977,-999,1,NA
"ES",1978,3,0,"Not Election Year"
"ES",1979,0,0,"Election Year"
"ES",1980,3,0,"Not Election Year"
"ES",1981,2,0,"Not Election Year"
"ES",1982,0,0,"Election Year"
"ES",1983,3,0.666666686534882,"Not Election Year"
"ES",1984,2,0,"Not Election Year"
"ES",1985,1,0,"Not Election Year"
"ES",1986,0,0,"Election Year"
"ES",1987,3,0.5,"Not Election Year"
"ES",1988,2,0,"Not Election Year"
"ES",1989,1,0,"Not Election Year"
"ES",1990,3,0,"Not Election Year"
"ES",1991,2,0,"Not Election Year"
"ES",1992,1,0,"Not Election Year"
"ES",1993,0,0,"Election Year"
"ES",1994,3,0,"Not Election Year"
"ES",1995,2,0,"Not Election Year"
"ES",1996,1,0,"Not Election Year"
"ES",1997,3,0.666666686534882,"Not Election Year"
"ES",1998,2,0,"Not Election Year"
"ES",1999,1,0,"Not Election Year"
"ES",2000,0,0,"Election Year"
"ES",2001,3,0.5,"Not Election Year"
"ES",2002,2,0,"Not Election Year"
"ES",2003,1,0,"Not Election Year"
"ES",2004,0,0,"Election Year"
"ES",2005,3,1,"Not Election Year"
"ES",2006,2,0,"Not Election Year"
"ES",2007,1,0,"Not Election Year"
"ES",2008,0,0,"Election Year"
"ES",2009,3,0,"Not Election Year"
"ES",2010,2,0,"Not Election Year"
"ES",2011,1,0,"Not Election Year"
"ES",2012,3,0.666666686534882,"Not Election Year"
"EE",1975,-999,NA,NA
"EE",1976,-999,-999,NA
"EE",1977,-999,-999,NA
"EE",1978,-999,-999,NA
"EE",1979,-999,-999,NA
"EE",1980,-999,-999,NA
"EE",1981,-999,-999,NA
"EE",1982,-999,-999,NA
"EE",1983,-999,-999,NA
"EE",1984,-999,-999,NA
"EE",1985,-999,-999,NA
"EE",1986,-999,-999,NA
"EE",1987,-999,-999,NA
"EE",1988,-999,-999,NA
"EE",1989,-999,-999,NA
"EE",1990,-999,-999,NA
"EE",1991,-999,-999,NA
"EE",1992,0,-999,"Election Year"
"EE",1993,3,-999,"Not Election Year"
"EE",1994,2,0,"Not Election Year"
"EE",1995,1,0,"Not Election Year"
"EE",1996,0,0.333333343267441,"Election Year"
"EE",1997,4,0,"Not Election Year"
"EE",1998,3,0,"Not Election Year"
"EE",1999,2,0,"Not Election Year"
"EE",2000,1,0.333333343267441,"Not Election Year"
"EE",2001,0,0,"Election Year"
"EE",2002,4,0.5,"Not Election Year"
"EE",2003,3,0,"Not Election Year"
"EE",2004,2,0.333333343267441,"Not Election Year"
"EE",2005,1,0,"Not Election Year"
"EE",2006,0,0,"Election Year"
"EE",2007,4,0.5,"Not Election Year"
"EE",2008,3,0,"Not Election Year"
"EE",2009,2,0,"Not Election Year"
"EE",2010,1,0,"Not Election Year"
"EE",2011,0,0,"Election Year"
"EE",2012,4,0,"Not Election Year"
"ET",1975,-999,NA,NA
"ET",1976,-999,0,NA
"ET",1977,-999,0,NA
"ET",1978,-999,1,NA
"ET",1979,-999,0,NA
"ET",1980,-999,0,NA
"ET",1981,-999,0,NA
"ET",1982,-999,0,NA
"ET",1983,-999,0,NA
"ET",1984,-999,0,NA
"ET",1985,-999,0,NA
"ET",1986,-999,0,NA
"ET",1987,-999,0,NA
"ET",1988,-999,0,NA
"ET",1989,-999,0,NA
"ET",1990,-999,0,NA
"ET",1991,-999,0,NA
"ET",1992,-999,1,NA
"ET",1993,-999,0,NA
"ET",1994,-999,0,NA
"ET",1995,-999,0,NA
"ET",1996,4,1,"Not Election Year"
"ET",1997,3,0,"Not Election Year"
"ET",1998,2,0,"Not Election Year"
"ET",1999,1,0,"Not Election Year"
"ET",2000,0,0,"Election Year"
"ET",2001,4,0.5,"Not Election Year"
"ET",2002,3,0,"Not Election Year"
"ET",2003,2,0,"Not Election Year"
"ET",2004,1,0,"Not Election Year"
"ET",2005,0,0,"Election Year"
"ET",2006,4,0.75,"Not Election Year"
"ET",2007,3,0,"Not Election Year"
"ET",2008,2,0,"Not Election Year"
"ET",2009,1,0,"Not Election Year"
"ET",2010,0,0,"Election Year"
"ET",2011,4,0,"Not Election Year"
"ET",2012,3,0,"Not Election Year"
"FI",1975,NA,NA,NA
"FI",1976,3,NA,"Not Election Year"
"FI",1977,2,0.5,"Not Election Year"
"FI",1978,1,0.600000023841858,"Not Election Year"
"FI",1979,0,0,"Election Year"
"FI",1980,3,0.25,"Not Election Year"
"FI",1981,2,0.25,"Not Election Year"
"FI",1982,1,0,"Not Election Year"
"FI",1983,0,0.25,"Election Year"
"FI",1984,3,0,"Not Election Year"
"FI",1985,2,0,"Not Election Year"
"FI",1986,1,0,"Not Election Year"
"FI",1987,0,0,"Election Year"
"FI",1988,3,0.5,"Not Election Year"
"FI",1989,2,0,"Not Election Year"
"FI",1990,1,0,"Not Election Year"
"FI",1991,0,0.25,"Election Year"
"FI",1992,3,0.25,"Not Election Year"
"FI",1993,2,0,"Not Election Year"
"FI",1994,1,0,"Not Election Year"
"FI",1995,0,0,"Election Year"
"FI",1996,3,0.75,"Not Election Year"
"FI",1997,2,0,"Not Election Year"
"FI",1998,1,0,"Not Election Year"
"FI",1999,0,0,"Election Year"
"FI",2000,3,0.25,"Not Election Year"
"FI",2001,2,0,"Not Election Year"
"FI",2002,1,0,"Not Election Year"
"FI",2003,0,0.5,"Election Year"
"FI",2004,3,0.25,"Not Election Year"
"FI",2005,2,0,"Not Election Year"
"FI",2006,1,0,"Not Election Year"
"FI",2007,0,0,"Election Year"
"FI",2008,3,0.5,"Not Election Year"
"FI",2009,2,0,"Not Election Year"
"FI",2010,1,0,"Not Election Year"
"FI",2011,0,0,"Election Year"
"FI",2012,3,0.75,"Not Election Year"
"FJ",1975,2,NA,"Not Election Year"
"FJ",1976,1,0,"Not Election Year"
"FJ",1977,0,0,"Election Year"
"FJ",1978,4,0,"Not Election Year"
"FJ",1979,3,0,"Not Election Year"
"FJ",1980,2,0,"Not Election Year"
"FJ",1981,1,0,"Not Election Year"
"FJ",1982,0,0,"Election Year"
"FJ",1983,4,0,"Not Election Year"
"FJ",1984,3,0,"Not Election Year"
"FJ",1985,2,0,"Not Election Year"
"FJ",1986,1,0,"Not Election Year"
"FJ",1987,0,0,"Election Year"
"FJ",1988,-999,1,NA
"FJ",1989,-999,0,NA
"FJ",1990,-999,0,NA
"FJ",1991,-999,0,NA
"FJ",1992,0,0,"Election Year"
"FJ",1993,4,1,"Not Election Year"
"FJ",1994,0,0,"Election Year"
"FJ",1995,4,0,"Not Election Year"
"FJ",1996,3,0,"Not Election Year"
"FJ",1997,2,0,"Not Election Year"
"FJ",1998,1,0,"Not Election Year"
"FJ",1999,0,0,"Election Year"
"FJ",2000,4,0.75,"Not Election Year"
"FJ",2001,-999,1,NA
"FJ",2002,-999,0,NA
"FJ",2003,-999,0,NA
"FJ",2004,-999,0,NA
"FJ",2005,-999,0,NA
"FJ",2006,-999,0,NA
"FJ",2007,-999,1,NA
"FJ",2008,-999,1,NA
"FJ",2009,-999,0,NA
"FJ",2010,-999,0,NA
"FJ",2011,-999,0,NA
"FJ",2012,-999,0,NA
"FR",1975,3,NA,"Not Election Year"
"FR",1976,2,0,"Not Election Year"
"FR",1977,1,0.25,"Not Election Year"
"FR",1978,0,0,"Election Year"
"FR",1979,4,0.75,"Not Election Year"
"FR",1980,3,0,"Not Election Year"
"FR",1981,0,0,"Election Year"
"FR",1982,4,1,"Not Election Year"
"FR",1983,3,0,"Not Election Year"
"FR",1984,2,0,"Not Election Year"
"FR",1985,1,0.333333343267441,"Not Election Year"
"FR",1986,0,0,"Election Year"
"FR",1987,4,1,"Not Election Year"
"FR",1988,0,0,"Election Year"
"FR",1989,4,0.800000011920929,"Not Election Year"
"FR",1990,3,0,"Not Election Year"
"FR",1991,2,0,"Not Election Year"
"FR",1992,1,0.25,"Not Election Year"
"FR",1993,0,0,"Election Year"
"FR",1994,4,1,"Not Election Year"
"FR",1995,3,0,"Not Election Year"
"FR",1996,2,0.333333343267441,"Not Election Year"
"FR",1997,0,0,"Election Year"
"FR",1998,4,1,"Not Election Year"
"FR",1999,3,0,"Not Election Year"
"FR",2000,2,0,"Not Election Year"
"FR",2001,1,0,"Not Election Year"
"FR",2002,0,0,"Election Year"
"FR",2003,4,1,"Not Election Year"
"FR",2004,3,0,"Not Election Year"
"FR",2005,2,0,"Not Election Year"
"FR",2006,1,0,"Not Election Year"
"FR",2007,0,0,"Election Year"
"FR",2008,4,0.666666686534882,"Not Election Year"
"FR",2009,3,0,"Not Election Year"
"FR",2010,2,0,"Not Election Year"
"FR",2011,1,0,"Not Election Year"
"FR",2012,0,0,"Election Year"
"GA",1975,5,NA,"Not Election Year"
"GA",1976,4,0,"Not Election Year"
"GA",1977,3,0,"Not Election Year"
"GA",1978,2,0,"Not Election Year"
"GA",1979,0,0,"Election Year"
"GA",1980,6,0,"Not Election Year"
"GA",1981,5,0,"Not Election Year"
"GA",1982,4,0,"Not Election Year"
"GA",1983,3,0,"Not Election Year"
"GA",1984,2,0,"Not Election Year"
"GA",1985,1,0,"Not Election Year"
"GA",1986,0,0,"Election Year"
"GA",1987,6,0,"Not Election Year"
"GA",1988,5,0,"Not Election Year"
"GA",1989,4,0,"Not Election Year"
"GA",1990,3,0,"Not Election Year"
"GA",1991,2,0,"Not Election Year"
"GA",1992,1,0,"Not Election Year"
"GA",1993,0,0,"Election Year"
"GA",1994,4,0,"Not Election Year"
"GA",1995,3,0,"Not Election Year"
"GA",1996,2,0,"Not Election Year"
"GA",1997,1,0,"Not Election Year"
"GA",1998,0,0,"Election Year"
"GA",1999,6,0,"Not Election Year"
"GA",2000,5,0,"Not Election Year"
"GA",2001,4,0,"Not Election Year"
"GA",2002,3,0,"Not Election Year"
"GA",2003,2,0,"Not Election Year"
"GA",2004,1,0,"Not Election Year"
"GA",2005,0,0,"Election Year"
"GA",2006,6,0,"Not Election Year"
"GA",2007,5,0,"Not Election Year"
"GA",2008,4,0,"Not Election Year"
"GA",2009,3,0,"Not Election Year"
"GA",2010,6,0.333333343267441,"Not Election Year"
"GA",2011,5,0,"Not Election Year"
"GA",2012,4,0,"Not Election Year"
"UK",1975,4,NA,"Not Election Year"
"UK",1976,3,0,"Not Election Year"
"UK",1977,2,0.5,"Not Election Year"
"UK",1978,1,0.333333343267441,"Not Election Year"
"UK",1979,0,0.333333343267441,"Election Year"
"UK",1980,4,0.666666686534882,"Not Election Year"
"UK",1981,3,0,"Not Election Year"
"UK",1982,2,0,"Not Election Year"
"UK",1983,0,0,"Election Year"
"UK",1984,4,0,"Not Election Year"
"UK",1985,3,0,"Not Election Year"
"UK",1986,2,0,"Not Election Year"
"UK",1987,1,0,"Not Election Year"
"UK",1988,4,0,"Not Election Year"
"UK",1989,3,0,"Not Election Year"
"UK",1990,2,0,"Not Election Year"
"UK",1991,1,0.5,"Not Election Year"
"UK",1992,0,0,"Election Year"
"UK",1993,4,0,"Not Election Year"
"UK",1994,3,0,"Not Election Year"
"UK",1995,2,0,"Not Election Year"
"UK",1996,1,0,"Not Election Year"
"UK",1997,0,0,"Election Year"
"UK",1998,4,1,"Not Election Year"
"UK",1999,3,0,"Not Election Year"
"UK",2000,2,0,"Not Election Year"
"UK",2001,1,0,"Not Election Year"
"UK",2002,4,0,"Not Election Year"
"UK",2003,3,0,"Not Election Year"
"UK",2004,2,0,"Not Election Year"
"UK",2005,1,0,"Not Election Year"
"UK",2006,4,0,"Not Election Year"
"UK",2007,3,0,"Not Election Year"
"UK",2008,2,0.5,"Not Election Year"
"UK",2009,1,0,"Not Election Year"
"UK",2010,0,0,"Election Year"
"UK",2011,4,1,"Not Election Year"
"UK",2012,3,0,"Not Election Year"
"GE",1975,-999,NA,NA
"GE",1976,-999,-999,NA
"GE",1977,-999,-999,NA
"GE",1978,-999,-999,NA
"GE",1979,-999,-999,NA
"GE",1980,-999,-999,NA
"GE",1981,-999,-999,NA
"GE",1982,-999,-999,NA
"GE",1983,-999,-999,NA
"GE",1984,-999,-999,NA
"GE",1985,-999,-999,NA
"GE",1986,-999,-999,NA
"GE",1987,-999,-999,NA
"GE",1988,-999,-999,NA
"GE",1989,-999,-999,NA
"GE",1990,-999,-999,NA
"GE",1991,0,-999,"Election Year"
"GE",1992,-999,-999,NA
"GE",1993,-999,-999,NA
"GE",1994,-999,0,NA
"GE",1995,0,0,"Election Year"
"GE",1996,4,NA,"Not Election Year"
"GE",1997,3,NA,"Not Election Year"
"GE",1998,2,NA,"Not Election Year"
"GE",1999,1,NA,"Not Election Year"
"GE",2000,0,NA,"Election Year"
"GE",2001,4,0,"Not Election Year"
"GE",2002,3,0,"Not Election Year"
"GE",2003,2,0,"Not Election Year"
"GE",2004,1,0,"Not Election Year"
"GE",2005,3,1,"Not Election Year"
"GE",2006,2,0,"Not Election Year"
"GE",2007,1,0,"Not Election Year"
"GE",2008,0,0,"Election Year"
"GE",2009,3,0,"Not Election Year"
"GE",2010,2,0,"Not Election Year"
"GE",2011,1,0,"Not Election Year"
"GE",2012,0,0,"Election Year"
"GH",1975,-999,NA,NA
"GH",1976,-999,0,NA
"GH",1977,-999,0,NA
"GH",1978,-999,0,NA
"GH",1979,0,1,"Election Year"
"GH",1980,3,1,"Not Election Year"
"GH",1981,2,0,"Not Election Year"
"GH",1982,-999,0.666666686534882,NA
"GH",1983,-999,0,NA
"GH",1984,-999,0,NA
"GH",1985,-999,0,NA
"GH",1986,-999,0,NA
"GH",1987,-999,0,NA
"GH",1988,-999,0,NA
"GH",1989,-999,0,NA
"GH",1990,-999,0,NA
"GH",1991,-999,0,NA
"GH",1992,0,0,"Election Year"
"GH",1993,3,0,"Not Election Year"
"GH",1994,2,0,"Not Election Year"
"GH",1995,1,0,"Not Election Year"
"GH",1996,0,0,"Election Year"
"GH",1997,3,0,"Not Election Year"
"GH",1998,2,0,"Not Election Year"
"GH",1999,1,0,"Not Election Year"
"GH",2000,0,0,"Election Year"
"GH",2001,3,0.666666686534882,"Not Election Year"
"GH",2002,2,0,"Not Election Year"
"GH",2003,1,0,"Not Election Year"
"GH",2004,0,0,"Election Year"
"GH",2005,3,0,"Not Election Year"
"GH",2006,2,0,"Not Election Year"
"GH",2007,1,0,"Not Election Year"
"GH",2008,0,0,"Election Year"
"GH",2009,3,0.666666686534882,"Not Election Year"
"GH",2010,2,0,"Not Election Year"
"GH",2011,1,0,"Not Election Year"
"GH",2012,0,0,"Election Year"
"GN",1975,7,NA,"Not Election Year"
"GN",1976,6,0,"Not Election Year"
"GN",1977,5,0,"Not Election Year"
"GN",1978,4,0,"Not Election Year"
"GN",1979,3,0,"Not Election Year"
"GN",1980,2,0,"Not Election Year"
"GN",1981,1,0,"Not Election Year"
"GN",1982,0,0,"Election Year"
"GN",1983,6,0,"Not Election Year"
"GN",1984,5,0,"Not Election Year"
"GN",1985,-999,1,NA
"GN",1986,-999,0,NA
"GN",1987,-999,0,NA
"GN",1988,-999,0,NA
"GN",1989,-999,0,NA
"GN",1990,-999,0,NA
"GN",1991,-999,0,NA
"GN",1992,-999,0,NA
"GN",1993,0,0,"Election Year"
"GN",1994,4,0,"Not Election Year"
"GN",1995,3,0,"Not Election Year"
"GN",1996,2,0,"Not Election Year"
"GN",1997,1,0,"Not Election Year"
"GN",1998,0,0,"Election Year"
"GN",1999,4,0,"Not Election Year"
"GN",2000,3,0,"Not Election Year"
"GN",2001,2,0,"Not Election Year"
"GN",2002,1,0,"Not Election Year"
"GN",2003,0,0,"Election Year"
"GN",2004,6,0,"Not Election Year"
"GN",2005,5,0,"Not Election Year"
"GN",2006,4,0,"Not Election Year"
"GN",2007,3,0,"Not Election Year"
"GN",2008,2,0,"Not Election Year"
"GN",2009,-999,1,NA
"GN",2010,-999,1,NA
"GN",2011,-999,0,NA
"GN",2012,-999,0,NA
"GM",1975,2,NA,"Not Election Year"
"GM",1976,1,0,"Not Election Year"
"GM",1977,0,0,"Election Year"
"GM",1978,4,0,"Not Election Year"
"GM",1979,3,0,"Not Election Year"
"GM",1980,2,0,"Not Election Year"
"GM",1981,1,0,"Not Election Year"
"GM",1982,0,0,"Election Year"
"GM",1983,4,0,"Not Election Year"
"GM",1984,3,0,"Not Election Year"
"GM",1985,2,0,"Not Election Year"
"GM",1986,1,0,"Not Election Year"
"GM",1987,0,0,"Election Year"
"GM",1988,4,0,"Not Election Year"
"GM",1989,3,0,"Not Election Year"
"GM",1990,2,0,"Not Election Year"
"GM",1991,1,0,"Not Election Year"
"GM",1992,0,0,"Election Year"
"GM",1993,4,0,"Not Election Year"
"GM",1994,3,0,"Not Election Year"
"GM",1995,-999,0.666666686534882,NA
"GM",1996,0,0,"Election Year"
"GM",1997,4,0,"Not Election Year"
"GM",1998,3,0,"Not Election Year"
"GM",1999,2,0,"Not Election Year"
"GM",2000,1,0,"Not Election Year"
"GM",2001,0,0,"Election Year"
"GM",2002,4,0,"Not Election Year"
"GM",2003,3,0,"Not Election Year"
"GM",2004,2,0,"Not Election Year"
"GM",2005,1,0,"Not Election Year"
"GM",2006,0,0,"Election Year"
"GM",2007,4,0,"Not Election Year"
"GM",2008,3,0,"Not Election Year"
"GM",2009,2,0,"Not Election Year"
"GM",2010,1,0,"Not Election Year"
"GM",2011,0,0,"Election Year"
"GM",2012,4,0,"Not Election Year"
"GW",1975,-999,NA,NA
"GW",1976,-999,0,NA
"GW",1977,-999,0,NA
"GW",1978,-999,0,NA
"GW",1979,-999,0,NA
"GW",1980,-999,0,NA
"GW",1981,-999,1,NA
"GW",1982,-999,0,NA
"GW",1983,-999,0,NA
"GW",1984,-999,0,NA
"GW",1985,4,0,"Not Election Year"
"GW",1986,3,0,"Not Election Year"
"GW",1987,2,0,"Not Election Year"
