"country","year","yrcurnt","stanbs","DiElection"
"GW",1988,1,0,"Not Election Year"
"GW",1989,0,0,"Election Year"
"GW",1990,4,0,"Not Election Year"
"GW",1991,3,0,"Not Election Year"
"GW",1992,2,0,"Not Election Year"
"GW",1993,1,0,"Not Election Year"
"GW",1994,0,0,"Election Year"
"GW",1995,4,0,"Not Election Year"
"GW",1996,3,0,"Not Election Year"
"GW",1997,2,0,"Not Election Year"
"GW",1998,1,0,"Not Election Year"
"GW",1999,-999,1,NA
"GW",2000,-999,0,NA
"GW",2001,-999,0,NA
"GW",2002,-999,0,NA
"GW",2003,-999,0,NA
"GW",2004,-999,0.5,NA
"GW",2005,-999,0,NA
"GW",2006,4,0.5,"Not Election Year"
"GW",2007,3,0,"Not Election Year"
"GW",2008,2,0,"Not Election Year"
"GW",2009,1,0,"Not Election Year"
"GW",2010,4,0.333333343267441,"Not Election Year"
"GW",2011,3,0,"Not Election Year"
"GW",2012,2,0,"Not Election Year"
"GQ",1975,-999,NA,NA
"GQ",1976,-999,0,NA
"GQ",1977,-999,0,NA
"GQ",1978,-999,0,NA
"GQ",1979,-999,0,NA
"GQ",1980,-999,1,NA
"GQ",1981,-999,0,NA
"GQ",1982,-999,0,NA
"GQ",1983,6,0,"Not Election Year"
"GQ",1984,5,0,"Not Election Year"
"GQ",1985,4,0,"Not Election Year"
"GQ",1986,3,0,"Not Election Year"
"GQ",1987,2,0,"Not Election Year"
"GQ",1988,1,0,"Not Election Year"
"GQ",1989,0,0,"Election Year"
"GQ",1990,6,0,"Not Election Year"
"GQ",1991,5,0,"Not Election Year"
"GQ",1992,4,0,"Not Election Year"
"GQ",1993,3,0,"Not Election Year"
"GQ",1994,2,0,"Not Election Year"
"GQ",1995,1,0,"Not Election Year"
"GQ",1996,0,0,"Election Year"
"GQ",1997,6,0,"Not Election Year"
"GQ",1998,5,0,"Not Election Year"
"GQ",1999,4,0,"Not Election Year"
"GQ",2000,3,0,"Not Election Year"
"GQ",2001,2,0,"Not Election Year"
"GQ",2002,1,0,"Not Election Year"
"GQ",2003,6,0,"Not Election Year"
"GQ",2004,5,0,"Not Election Year"
"GQ",2005,4,0,"Not Election Year"
"GQ",2006,3,0,"Not Election Year"
"GQ",2007,2,0,"Not Election Year"
"GQ",2008,1,0,"Not Election Year"
"GQ",2009,0,0,"Election Year"
"GQ",2010,6,0,"Not Election Year"
"GQ",2011,5,0,"Not Election Year"
"GQ",2012,4,0,"Not Election Year"
"GR",1975,4,NA,"Not Election Year"
"GR",1976,3,NA,"Not Election Year"
"GR",1977,0,NA,"Election Year"
"GR",1978,4,NA,"Not Election Year"
"GR",1979,3,NA,"Not Election Year"
"GR",1980,2,NA,"Not Election Year"
"GR",1981,0,NA,"Election Year"
"GR",1982,4,0.333333343267441,"Not Election Year"
"GR",1983,3,0,"Not Election Year"
"GR",1984,2,0,"Not Election Year"
"GR",1985,0,0,"Election Year"
"GR",1986,3,0,"Not Election Year"
"GR",1987,2,0.333333343267441,"Not Election Year"
"GR",1988,1,0,"Not Election Year"
"GR",1989,0,0,"Election Year"
"GR",1990,3,0.5,"Not Election Year"
"GR",1991,2,1,"Not Election Year"
"GR",1992,1,0,"Not Election Year"
"GR",1993,0,0,"Election Year"
"GR",1994,3,1,"Not Election Year"
"GR",1995,2,0,"Not Election Year"
"GR",1996,0,0,"Election Year"
"GR",1997,3,0.5,"Not Election Year"
"GR",1998,2,0,"Not Election Year"
"GR",1999,1,0,"Not Election Year"
"GR",2000,0,0,"Election Year"
"GR",2001,3,0,"Not Election Year"
"GR",2002,2,0,"Not Election Year"
"GR",2003,1,0,"Not Election Year"
"GR",2004,0,0,"Election Year"
"GR",2005,3,1,"Not Election Year"
"GR",2006,2,0,"Not Election Year"
"GR",2007,1,0,"Not Election Year"
"GR",2008,3,0,"Not Election Year"
"GR",2009,2,0,"Not Election Year"
"GR",2010,3,1,"Not Election Year"
"GR",2011,2,0,"Not Election Year"
"GR",2012,1,0,"Not Election Year"
"GD",1975,-999,NA,NA
"GD",1976,0,0,"Election Year"
"GD",1977,-999,0,NA
"GD",1978,-999,1,NA
"GD",1979,-999,0,NA
"GD",1980,-999,0,NA
"GD",1981,-999,0,NA
"GD",1982,-999,0,NA
"GD",1983,-999,0,NA
"GD",1984,0,1,"Election Year"
"GD",1985,4,1,"Not Election Year"
"GD",1986,3,0,"Not Election Year"
"GD",1987,2,0,"Not Election Year"
"GD",1988,1,0,"Not Election Year"
"GD",1989,-999,0,NA
"GD",1990,0,0,"Election Year"
"GD",1991,4,1,"Not Election Year"
"GD",1992,3,0.333333343267441,"Not Election Year"
"GD",1993,2,0,"Not Election Year"
"GD",1994,1,0,"Not Election Year"
"GD",1995,0,0,"Election Year"
"GD",1996,4,1,"Not Election Year"
"GD",1997,3,0,"Not Election Year"
"GD",1998,2,0,"Not Election Year"
"GD",1999,0,0,"Election Year"
"GD",2000,4,0,"Not Election Year"
"GD",2001,3,0,"Not Election Year"
"GD",2002,2,0,"Not Election Year"
"GD",2003,0,0,"Election Year"
"GD",2004,4,0,"Not Election Year"
"GD",2005,3,0,"Not Election Year"
"GD",2006,2,0,"Not Election Year"
"GD",2007,1,0,"Not Election Year"
"GD",2008,0,0,"Election Year"
"GD",2009,4,1,"Not Election Year"
"GD",2010,3,0,"Not Election Year"
"GD",2011,2,0,"Not Election Year"
"GD",2012,1,0,"Not Election Year"
"GT",1975,3,NA,"Not Election Year"
"GT",1976,2,0,"Not Election Year"
"GT",1977,1,0,"Not Election Year"
"GT",1978,0,0,"Election Year"
"GT",1979,3,0.5,"Not Election Year"
"GT",1980,2,0,"Not Election Year"
"GT",1981,1,0,"Not Election Year"
"GT",1982,0,0,"Election Year"
"GT",1983,-999,0.666666686534882,NA
"GT",1984,-999,1,NA
"GT",1985,-999,1,NA
"GT",1986,4,1,"Not Election Year"
"GT",1987,3,0,"Not Election Year"
"GT",1988,2,0,"Not Election Year"
"GT",1989,1,0,"Not Election Year"
"GT",1990,0,0,"Election Year"
"GT",1991,4,0,"Not Election Year"
"GT",1992,3,1,"Not Election Year"
"GT",1993,2,0,"Not Election Year"
"GT",1994,1,0.5,"Not Election Year"
"GT",1995,0,0,"Election Year"
"GT",1996,3,1,"Not Election Year"
"GT",1997,2,0,"Not Election Year"
"GT",1998,1,0,"Not Election Year"
"GT",1999,0,0,"Election Year"
"GT",2000,3,1,"Not Election Year"
"GT",2001,2,0,"Not Election Year"
"GT",2002,1,0,"Not Election Year"
"GT",2003,0,0,"Election Year"
"GT",2004,3,1,"Not Election Year"
"GT",2005,2,0,"Not Election Year"
"GT",2006,1,0,"Not Election Year"
"GT",2007,0,0,"Election Year"
"GT",2008,3,0.5,"Not Election Year"
"GT",2009,2,0,"Not Election Year"
"GT",2010,1,0,"Not Election Year"
"GT",2011,0,0,"Election Year"
"GT",2012,3,0.5,"Not Election Year"
"GY",1975,3,NA,"Not Election Year"
"GY",1976,2,0,"Not Election Year"
"GY",1977,1,0,"Not Election Year"
"GY",1978,3,0,"Not Election Year"
"GY",1979,2,0,"Not Election Year"
"GY",1980,0,0,"Election Year"
"GY",1981,4,0,"Not Election Year"
"GY",1982,3,0,"Not Election Year"
"GY",1983,2,0,"Not Election Year"
"GY",1984,1,0,"Not Election Year"
"GY",1985,0,0,"Election Year"
"GY",1986,4,1,"Not Election Year"
"GY",1987,3,0,"Not Election Year"
"GY",1988,2,0,"Not Election Year"
"GY",1989,1,0,"Not Election Year"
"GY",1990,4,0,"Not Election Year"
"GY",1991,3,0,"Not Election Year"
"GY",1992,0,0,"Election Year"
"GY",1993,4,1,"Not Election Year"
"GY",1994,3,0,"Not Election Year"
"GY",1995,2,0,"Not Election Year"
"GY",1996,1,0,"Not Election Year"
"GY",1997,0,0,"Election Year"
"GY",1998,4,1,"Not Election Year"
"GY",1999,3,0,"Not Election Year"
"GY",2000,2,1,"Not Election Year"
"GY",2001,0,0,"Election Year"
"GY",2002,4,0,"Not Election Year"
"GY",2003,3,0,"Not Election Year"
"GY",2004,2,0,"Not Election Year"
"GY",2005,1,0,"Not Election Year"
"GY",2006,0,0,"Election Year"
"GY",2007,4,0,"Not Election Year"
"GY",2008,3,0,"Not Election Year"
"GY",2009,2,0,"Not Election Year"
"GY",2010,1,0,"Not Election Year"
"GY",2011,0,0,"Election Year"
"GY",2012,4,0.666666686534882,"Not Election Year"
"HN",1975,-999,NA,NA
"HN",1976,-999,1,NA
"HN",1977,-999,0,NA
"HN",1978,-999,0,NA
"HN",1979,-999,1,NA
"HN",1980,-999,0,NA
"HN",1981,-999,0,NA
"HN",1982,3,1,"Not Election Year"
"HN",1983,2,0,"Not Election Year"
"HN",1984,1,0,"Not Election Year"
"HN",1985,0,0,"Election Year"
"HN",1986,3,1,"Not Election Year"
"HN",1987,2,0,"Not Election Year"
"HN",1988,1,0,"Not Election Year"
"HN",1989,0,0,"Election Year"
"HN",1990,3,1,"Not Election Year"
"HN",1991,2,0,"Not Election Year"
"HN",1992,1,0,"Not Election Year"
"HN",1993,0,0,"Election Year"
"HN",1994,3,1,"Not Election Year"
"HN",1995,2,0,"Not Election Year"
"HN",1996,1,0,"Not Election Year"
"HN",1997,0,0,"Election Year"
"HN",1998,3,1,"Not Election Year"
"HN",1999,2,0,"Not Election Year"
"HN",2000,1,0,"Not Election Year"
"HN",2001,0,0,"Election Year"
"HN",2002,3,1,"Not Election Year"
"HN",2003,2,0,"Not Election Year"
"HN",2004,1,0,"Not Election Year"
"HN",2005,0,0,"Election Year"
"HN",2006,3,0.666666686534882,"Not Election Year"
"HN",2007,2,0,"Not Election Year"
"HN",2008,1,0,"Not Election Year"
"HN",2009,0,0,"Election Year"
"HN",2010,3,0.666666686534882,"Not Election Year"
"HN",2011,2,0,"Not Election Year"
"HN",2012,1,0,"Not Election Year"
"HR",1975,-999,NA,NA
"HR",1976,-999,-999,NA
"HR",1977,-999,-999,NA
"HR",1978,-999,-999,NA
"HR",1979,-999,-999,NA
"HR",1980,-999,-999,NA
"HR",1981,-999,-999,NA
"HR",1982,-999,-999,NA
"HR",1983,-999,-999,NA
"HR",1984,-999,-999,NA
"HR",1985,-999,-999,NA
"HR",1986,-999,-999,NA
"HR",1987,-999,-999,NA
"HR",1988,-999,-999,NA
"HR",1989,-999,-999,NA
"HR",1990,-999,-999,NA
"HR",1991,4,-999,"Not Election Year"
"HR",1992,0,-999,"Election Year"
"HR",1993,4,-999,"Not Election Year"
"HR",1994,3,0,"Not Election Year"
"HR",1995,2,0,"Not Election Year"
"HR",1996,1,0,"Not Election Year"
"HR",1997,0,0,"Election Year"
"HR",1998,4,0,"Not Election Year"
"HR",1999,3,0,"Not Election Year"
"HR",2000,2,0,"Not Election Year"
"HR",2001,2,0.5,"Not Election Year"
"HR",2002,1,0,"Not Election Year"
"HR",2003,0,0,"Election Year"
"HR",2004,3,1,"Not Election Year"
"HR",2005,2,0,"Not Election Year"
"HR",2006,1,0,"Not Election Year"
"HR",2007,0,0,"Election Year"
"HR",2008,3,0.5,"Not Election Year"
"HR",2009,2,0,"Not Election Year"
"HR",2010,1,0,"Not Election Year"
"HR",2011,0,0,"Election Year"
"HR",2012,3,0.75,"Not Election Year"
"HT",1975,-999,NA,NA
"HT",1976,-999,0,NA
"HT",1977,-999,0,NA
"HT",1978,-999,0,NA
"HT",1979,-999,0,NA
"HT",1980,-999,0,NA
"HT",1981,-999,0,NA
"HT",1982,-999,0,NA
"HT",1983,-999,0,NA
"HT",1984,-999,0,NA
"HT",1985,-999,0,NA
"HT",1986,-999,0,NA
"HT",1987,-999,1,NA
"HT",1988,-999,0,NA
"HT",1989,-999,0,NA
"HT",1990,0,1,"Election Year"
"HT",1991,4,1,"Not Election Year"
"HT",1992,-999,0.5,NA
"HT",1993,-999,0,NA
"HT",1994,-999,0,NA
"HT",1995,0,0.5,"Election Year"
"HT",1996,4,0,"Not Election Year"
"HT",1997,3,0.333333343267441,"Not Election Year"
"HT",1998,2,0,"Not Election Year"
"HT",1999,1,0,"Not Election Year"
"HT",2000,0,0,"Election Year"
"HT",2001,4,0.666666686534882,"Not Election Year"
"HT",2002,3,0,"Not Election Year"
"HT",2003,2,0,"Not Election Year"
"HT",2004,1,0,"Not Election Year"
"HT",2005,-999,0.333333343267441,NA
"HT",2006,-999,0,NA
"HT",2007,4,0.666666686534882,"Not Election Year"
"HT",2008,3,0,"Not Election Year"
"HT",2009,2,0,"Not Election Year"
"HT",2010,1,0,"Not Election Year"
"HT",2011,0,0,"Election Year"
"HT",2012,4,0.666666686534882,"Not Election Year"
"HU",1975,0,NA,"Election Year"
"HU",1976,4,0,"Not Election Year"
"HU",1977,3,0,"Not Election Year"
"HU",1978,2,0,"Not Election Year"
"HU",1979,1,0,"Not Election Year"
"HU",1980,0,0,"Election Year"
"HU",1981,4,0,"Not Election Year"
"HU",1982,3,0,"Not Election Year"
"HU",1983,2,0,"Not Election Year"
"HU",1984,1,0,"Not Election Year"
"HU",1985,0,0,"Election Year"
"HU",1986,4,0,"Not Election Year"
"HU",1987,3,0,"Not Election Year"
"HU",1988,2,0,"Not Election Year"
"HU",1989,1,1,"Not Election Year"
"HU",1990,0,1,"Election Year"
"HU",1991,3,1,"Not Election Year"
"HU",1992,2,0,"Not Election Year"
"HU",1993,1,0.25,"Not Election Year"
"HU",1994,0,0,"Election Year"
"HU",1995,3,1,"Not Election Year"
"HU",1996,2,0,"Not Election Year"
"HU",1997,1,0,"Not Election Year"
"HU",1998,0,0,"Election Year"
"HU",1999,3,1,"Not Election Year"
"HU",2000,2,0,"Not Election Year"
"HU",2001,1,0,"Not Election Year"
"HU",2002,0,0,"Election Year"
"HU",2003,3,1,"Not Election Year"
"HU",2004,2,0,"Not Election Year"
"HU",2005,1,0.333333343267441,"Not Election Year"
"HU",2006,0,0,"Election Year"
"HU",2007,3,0.666666686534882,"Not Election Year"
"HU",2008,2,0,"Not Election Year"
"HU",2009,1,0,"Not Election Year"
"HU",2010,0,0,"Election Year"
"HU",2011,3,1,"Not Election Year"
"HU",2012,2,0,"Not Election Year"
"ID",1975,3,NA,"Not Election Year"
"ID",1976,2,0,"Not Election Year"
"ID",1977,0,0,"Election Year"
"ID",1978,4,0,"Not Election Year"
"ID",1979,3,0,"Not Election Year"
"ID",1980,2,0,"Not Election Year"
"ID",1981,1,0,"Not Election Year"
"ID",1982,0,0,"Election Year"
"ID",1983,4,0,"Not Election Year"
"ID",1984,3,0,"Not Election Year"
"ID",1985,2,0,"Not Election Year"
"ID",1986,1,0,"Not Election Year"
"ID",1987,0,0,"Election Year"
"ID",1988,4,0,"Not Election Year"
"ID",1989,3,0,"Not Election Year"
"ID",1990,2,0,"Not Election Year"
"ID",1991,1,0,"Not Election Year"
"ID",1992,0,0,"Election Year"
"ID",1993,4,0,"Not Election Year"
"ID",1994,3,0,"Not Election Year"
"ID",1995,2,0,"Not Election Year"
"ID",1996,1,0,"Not Election Year"
"ID",1997,0,0,"Election Year"
"ID",1998,4,0,"Not Election Year"
"ID",1999,0,1,"Election Year"
"ID",2000,4,1,"Not Election Year"
"ID",2001,3,0,"Not Election Year"
"ID",2002,2,0.5,"Not Election Year"
"ID",2003,1,0,"Not Election Year"
"ID",2004,0,0,"Election Year"
"ID",2005,4,0.5,"Not Election Year"
"ID",2006,3,0,"Not Election Year"
"ID",2007,2,0,"Not Election Year"
"ID",2008,1,0,"Not Election Year"
"ID",2009,0,0,"Election Year"
"ID",2010,4,0.333333343267441,"Not Election Year"
"ID",2011,3,0,"Not Election Year"
"ID",2012,2,0,"Not Election Year"
"IN",1975,2,NA,"Not Election Year"
"IN",1976,1,0,"Not Election Year"
"IN",1977,0,0,"Election Year"
"IN",1978,4,1,"Not Election Year"
"IN",1979,3,0,"Not Election Year"
"IN",1980,0,0,"Election Year"
"IN",1981,4,1,"Not Election Year"
"IN",1982,3,0,"Not Election Year"
"IN",1983,2,0,"Not Election Year"
"IN",1984,0,0,"Election Year"
"IN",1985,4,0.5,"Not Election Year"
"IN",1986,3,0,"Not Election Year"
"IN",1987,2,0,"Not Election Year"
"IN",1988,1,0,"Not Election Year"
"IN",1989,0,0,"Election Year"
"IN",1990,4,1,"Not Election Year"
"IN",1991,0,1,"Election Year"
"IN",1992,4,0.5,"Not Election Year"
"IN",1993,3,0.200000002980232,"Not Election Year"
"IN",1994,2,0.200000002980232,"Not Election Year"
"IN",1995,1,0,"Not Election Year"
"IN",1996,0,0,"Election Year"
"IN",1997,4,1,"Not Election Year"
"IN",1998,3,0,"Not Election Year"
"IN",1999,0,0.800000011920929,"Election Year"
"IN",2000,4,0.5,"Not Election Year"
"IN",2001,3,0,"Not Election Year"
"IN",2002,2,0,"Not Election Year"
"IN",2003,1,0,"Not Election Year"
"IN",2004,0,0,"Election Year"
"IN",2005,4,1,"Not Election Year"
"IN",2006,3,0,"Not Election Year"
"IN",2007,2,0,"Not Election Year"
"IN",2008,1,0,"Not Election Year"
"IN",2009,0,0,"Election Year"
"IN",2010,4,0.600000023841858,"Not Election Year"
"IN",2011,3,0,"Not Election Year"
"IN",2012,2,0,"Not Election Year"
"IE",1975,3,NA,"Not Election Year"
"IE",1976,2,0,"Not Election Year"
"IE",1977,0,0,"Election Year"
"IE",1978,4,1,"Not Election Year"
"IE",1979,3,0,"Not Election Year"
"IE",1980,2,0.5,"Not Election Year"
"IE",1981,0,0,"Election Year"
"IE",1982,0,1,"Election Year"
"IE",1983,4,0.333333343267441,"Not Election Year"
"IE",1984,3,0,"Not Election Year"
"IE",1985,2,0,"Not Election Year"
"IE",1986,1,0,"Not Election Year"
"IE",1987,0,0,"Election Year"
"IE",1988,4,1,"Not Election Year"
"IE",1989,0,0,"Election Year"
"IE",1990,4,0,"Not Election Year"
"IE",1991,3,0,"Not Election Year"
"IE",1992,0,0,"Election Year"
"IE",1993,4,0.666666686534882,"Not Election Year"
"IE",1994,3,0,"Not Election Year"
"IE",1995,2,0.666666686534882,"Not Election Year"
"IE",1996,1,0,"Not Election Year"
"IE",1997,0,0,"Election Year"
"IE",1998,4,0.800000011920929,"Not Election Year"
"IE",1999,3,0,"Not Election Year"
"IE",2000,2,0,"Not Election Year"
"IE",2001,1,0,"Not Election Year"
"IE",2002,0,0,"Election Year"
"IE",2003,4,0,"Not Election Year"
"IE",2004,3,0,"Not Election Year"
"IE",2005,2,0,"Not Election Year"
"IE",2006,1,0,"Not Election Year"
"IE",2007,0,0,"Election Year"
"IE",2008,4,0.333333343267441,"Not Election Year"
"IE",2009,3,0.25,"Not Election Year"
"IE",2010,2,0,"Not Election Year"
"IE",2011,1,0,"Not Election Year"
"IE",2012,4,1,"Not Election Year"
"IR",1975,-999,NA,NA
"IR",1976,-999,NA,NA
"IR",1977,-999,0,NA
"IR",1978,-999,0,NA
"IR",1979,-999,0,NA
"IR",1980,-999,1,NA
"IR",1981,-999,0,NA
"IR",1982,-999,0,NA
"IR",1983,-999,0,NA
"IR",1984,-999,0,NA
"IR",1985,-999,0,NA
"IR",1986,-999,0,NA
"IR",1987,-999,0,NA
"IR",1988,-999,0,NA
"IR",1989,-999,0,NA
"IR",1990,3,1,"Not Election Year"
"IR",1991,2,0,"Not Election Year"
"IR",1992,1,0,"Not Election Year"
"IR",1993,0,0,"Election Year"
"IR",1994,3,0,"Not Election Year"
"IR",1995,2,0,"Not Election Year"
"IR",1996,1,0,"Not Election Year"
"IR",1997,0,0,"Election Year"
"IR",1998,3,1,"Not Election Year"
"IR",1999,2,0,"Not Election Year"
"IR",2000,1,0,"Not Election Year"
"IR",2001,0,0,"Election Year"
"IR",2002,3,1,"Not Election Year"
"IR",2003,2,0,"Not Election Year"
"IR",2004,1,0,"Not Election Year"
"IR",2005,0,0,"Election Year"
"IR",2006,3,1,"Not Election Year"
"IR",2007,2,0,"Not Election Year"
"IR",2008,1,0,"Not Election Year"
"IR",2009,0,0,"Election Year"
"IR",2010,3,0,"Not Election Year"
"IR",2011,2,0,"Not Election Year"
"IR",2012,1,0,"Not Election Year"
"IQ",1975,-999,NA,NA
"IQ",1976,-999,0,NA
"IQ",1977,-999,0,NA
"IQ",1978,-999,0,NA
"IQ",1979,-999,0,NA
"IQ",1980,-999,1,NA
"IQ",1981,-999,0,NA
"IQ",1982,-999,0,NA
"IQ",1983,-999,0,NA
"IQ",1984,-999,0,NA
"IQ",1985,-999,0,NA
"IQ",1986,-999,0,NA
"IQ",1987,-999,0,NA
"IQ",1988,-999,0,NA
"IQ",1989,-999,0,NA
"IQ",1990,-999,0,NA
"IQ",1991,-999,0,NA
"IQ",1992,-999,0,NA
"IQ",1993,-999,0,NA
"IQ",1994,-999,0,NA
"IQ",1995,-999,0,NA
"IQ",1996,-999,0,NA
"IQ",1997,-999,0,NA
"IQ",1998,-999,0,NA
"IQ",1999,-999,0,NA
"IQ",2000,-999,0,NA
"IQ",2001,-999,0,NA
"IQ",2002,-999,0,NA
"IQ",2003,-999,0,NA
"IQ",2004,-999,-999,NA
"IQ",2005,-999,-999,NA
"IQ",2006,3,1,"Not Election Year"
"IQ",2007,3,0.25,"Not Election Year"
"IQ",2008,2,0,"Not Election Year"
"IQ",2009,1,0,"Not Election Year"
"IQ",2010,0,0,"Election Year"
"IQ",2011,3,0.75,"Not Election Year"
"IQ",2012,2,0,"Not Election Year"
"IS",1975,3,NA,"Not Election Year"
"IS",1976,2,0,"Not Election Year"
"IS",1977,1,0,"Not Election Year"
"IS",1978,0,0,"Election Year"
"IS",1979,0,0.666666686534882,"Election Year"
"IS",1980,3,0.5,"Not Election Year"
"IS",1981,2,0,"Not Election Year"
"IS",1982,1,0,"Not Election Year"
"IS",1983,0,0,"Election Year"
"IS",1984,3,0.5,"Not Election Year"
"IS",1985,2,0,"Not Election Year"
"IS",1986,1,0,"Not Election Year"
"IS",1987,0,0,"Election Year"
"IS",1988,3,0.333333343267441,"Not Election Year"
"IS",1989,2,0.25,"Not Election Year"
"IS",1990,1,0.200000002980232,"Not Election Year"
"IS",1991,0,0,"Election Year"
"IS",1992,3,0.75,"Not Election Year"
"IS",1993,2,0,"Not Election Year"
"IS",1994,1,0,"Not Election Year"
"IS",1995,0,0,"Election Year"
"IS",1996,3,0.333333343267441,"Not Election Year"
"IS",1997,2,0,"Not Election Year"
"IS",1998,1,0.333333343267441,"Not Election Year"
"IS",1999,0,0,"Election Year"
"IS",2000,3,0,"Not Election Year"
"IS",2001,2,0,"Not Election Year"
"IS",2002,1,0,"Not Election Year"
"IS",2003,0,0,"Election Year"
"IS",2004,3,0,"Not Election Year"
"IS",2005,2,0,"Not Election Year"
"IS",2006,1,0,"Not Election Year"
"IS",2007,0,0.333333343267441,"Election Year"
"IS",2008,3,0.333333343267441,"Not Election Year"
"IS",2009,2,0,"Not Election Year"
"IS",2010,3,0.666666686534882,"Not Election Year"
"IS",2011,2,0,"Not Election Year"
"IS",2012,1,0,"Not Election Year"
"IL",1975,2,NA,"Not Election Year"
"IL",1976,1,0,"Not Election Year"
"IL",1977,0,0.333333343267441,"Election Year"
"IL",1978,3,0.666666686534882,"Not Election Year"
"IL",1979,2,0,"Not Election Year"
"IL",1980,1,0,"Not Election Year"
"IL",1981,0,0,"Election Year"
"IL",1982,3,0.25,"Not Election Year"
"IL",1983,2,0,"Not Election Year"
"IL",1984,1,0.25,"Not Election Year"
"IL",1985,0,0.5,"Election Year"
"IL",1986,2,0,"Not Election Year"
"IL",1987,1,0.25,"Not Election Year"
"IL",1988,0,0,"Election Year"
"IL",1989,3,0.25,"Not Election Year"
"IL",1990,2,0,"Not Election Year"
"IL",1991,1,0,"Not Election Year"
"IL",1992,0,0,"Election Year"
"IL",1993,3,0.75,"Not Election Year"
"IL",1994,2,0,"Not Election Year"
"IL",1995,1,0,"Not Election Year"
"IL",1996,0,0.200000002980232,"Election Year"
"IL",1997,3,0.600000023841858,"Not Election Year"
"IL",1998,2,0,"Not Election Year"
"IL",1999,0,0,"Election Year"
"IL",2000,3,0.5,"Not Election Year"
"IL",2001,2,0.5,"Not Election Year"
"IL",2002,1,0,"Not Election Year"
"IL",2003,0,0,"Election Year"
"IL",2004,3,0.600000023841858,"Not Election Year"
"IL",2005,2,0,"Not Election Year"
"IL",2006,1,0,"Not Election Year"
"IL",2007,3,1,"Not Election Year"
"IL",2008,2,0,"Not Election Year"
"IL",2009,1,0,"Not Election Year"
"IL",2010,3,0.75,"Not Election Year"
"IL",2011,2,0,"Not Election Year"
"IL",2012,1,0,"Not Election Year"
"IT",1975,NA,NA,NA
"IT",1976,0,NA,"Election Year"
"IT",1977,4,NA,"Not Election Year"
"IT",1978,3,0,"Not Election Year"
"IT",1979,0,0.333333343267441,"Election Year"
"IT",1980,4,0.333333343267441,"Not Election Year"
"IT",1981,3,0.600000023841858,"Not Election Year"
"IT",1982,2,0.25,"Not Election Year"
"IT",1983,0,0.25,"Election Year"
"IT",1984,4,0.5,"Not Election Year"
"IT",1985,3,0,"Not Election Year"
"IT",1986,2,0,"Not Election Year"
"IT",1987,0,0.25,"Election Year"
"IT",1988,4,0.5,"Not Election Year"
"IT",1989,3,0.25,"Not Election Year"
"IT",1990,2,0.25,"Not Election Year"
"IT",1991,1,0.25,"Not Election Year"
"IT",1992,0,0,"Election Year"
"IT",1993,4,0.5,"Not Election Year"
"IT",1994,0,0.5,"Election Year"
"IT",1995,4,1,"Not Election Year"
"IT",1996,0,0.5,"Election Year"
"IT",1997,4,1,"Not Election Year"
"IT",1998,3,0,"Not Election Year"
"IT",1999,2,0.333333343267441,"Not Election Year"
"IT",2000,1,0,"Not Election Year"
"IT",2001,0,0,"Election Year"
"IT",2002,4,1,"Not Election Year"
"IT",2003,3,0,"Not Election Year"
"IT",2004,2,0,"Not Election Year"
"IT",2005,1,0,"Not Election Year"
"IT",2006,0,0,"Election Year"
"IT",2007,4,0.5,"Not Election Year"
"IT",2008,3,0,"Not Election Year"
"IT",2009,4,1,"Not Election Year"
"IT",2010,3,0,"Not Election Year"
"IT",2011,2,0,"Not Election Year"
"IT",2012,1,0,"Not Election Year"
"JM",1975,1,NA,"Not Election Year"
"JM",1976,0,NA,"Election Year"
"JM",1977,4,NA,"Not Election Year"
"JM",1978,3,0,"Not Election Year"
"JM",1979,2,0,"Not Election Year"
"JM",1980,0,0,"Election Year"
"JM",1981,4,1,"Not Election Year"
"JM",1982,3,0,"Not Election Year"
"JM",1983,0,0,"Election Year"
"JM",1984,4,0,"Not Election Year"
"JM",1985,3,0,"Not Election Year"
"JM",1986,2,0,"Not Election Year"
"JM",1987,1,0,"Not Election Year"
"JM",1988,1,0,"Not Election Year"
"JM",1989,0,0,"Election Year"
"JM",1990,4,1,"Not Election Year"
"JM",1991,3,0,"Not Election Year"
"JM",1992,2,0,"Not Election Year"
"JM",1993,0,0.5,"Election Year"
"JM",1994,4,0,"Not Election Year"
